match_date,league,home_team,away_team,home_score,away_score,both_teams_score,over_2_5,first_half_home,first_half_away,first_half_result,home_corners,away_corners,Total_corners,Corners_result,home_yellow_cards,away_yellow_cards,Card_result
04/06/2023,I1,Roma,Spezia,2,1,GG,Yes,1,1,Draw,6,2,8,Home Win,2,8,Away Win
04/06/2023,I1,Udinese,Juventus,0,1,NG,No,0,0,Draw,6,14,20,Away Win,2,2,Draw
19/08/2023,I1,Empoli,Verona,0,1,NG,No,0,0,Draw,2,4,6,Away Win,2,2,Draw
19/08/2023,I1,Frosinone,Napoli,1,3,GG,Yes,1,2,Away Win,4,6,10,Away Win,3,3,Draw
19/08/2023,I1,Genoa,Fiorentina,1,4,GG,Yes,0,3,Away Win,3,4,7,Away Win,2,3,Away Win
19/08/2023,I1,Inter,Monza,2,0,NG,No,1,0,Home Win,8,3,11,Home Win,1,1,Draw
20/08/2023,I1,Roma,Salernitana,2,2,GG,Yes,1,1,Draw,9,1,10,Home Win,0,4,Away Win
20/08/2023,I1,Sassuolo,Atalanta,0,2,NG,No,0,0,Draw,7,7,14,Draw,0,0,Draw
20/08/2023,I1,Lecce,Lazio,2,1,GG,Yes,0,1,Away Win,5,2,7,Home Win,3,2,Home Win
20/08/2023,I1,Udinese,Juventus,0,3,NG,Yes,0,3,Away Win,7,3,10,Home Win,1,3,Away Win
21/08/2023,I1,Torino,Cagliari,0,0,NG,No,0,0,Draw,8,3,11,Home Win,1,1,Draw
21/08/2023,I1,Bologna,Milan,0,2,NG,No,0,2,Away Win,3,6,9,Away Win,2,2,Draw
26/08/2023,I1,Frosinone,Atalanta,2,1,GG,Yes,2,0,Home Win,3,7,10,Away Win,1,2,Away Win
26/08/2023,I1,Monza,Empoli,2,0,NG,No,1,0,Home Win,6,5,11,Home Win,1,2,Away Win
26/08/2023,I1,Milan,Torino,4,1,GG,Yes,3,1,Home Win,2,1,3,Home Win,2,3,Away Win
26/08/2023,I1,Verona,Roma,2,1,GG,Yes,2,0,Home Win,1,12,13,Away Win,1,3,Away Win
27/08/2023,I1,Fiorentina,Lecce,2,2,GG,Yes,2,0,Home Win,3,3,6,Draw,1,3,Away Win
27/08/2023,I1,Juventus,Bologna,1,1,GG,No,0,1,Away Win,5,1,6,Home Win,2,1,Home Win
27/08/2023,I1,Lazio,Genoa,0,1,NG,No,0,1,Away Win,15,1,16,Home Win,4,2,Home Win
27/08/2023,I1,Napoli,Sassuolo,2,0,NG,No,1,0,Home Win,12,4,16,Home Win,0,1,Away Win
28/08/2023,I1,Salernitana,Udinese,1,1,GG,No,0,0,Draw,7,5,12,Home Win,4,4,Draw
28/08/2023,I1,Cagliari,Inter,0,2,NG,No,0,2,Away Win,4,7,11,Away Win,1,1,Draw
01/09/2023,I1,Sassuolo,Verona,3,1,GG,Yes,1,0,Home Win,10,1,11,Home Win,1,3,Away Win
01/09/2023,I1,Roma,Milan,1,2,GG,Yes,0,1,Away Win,3,5,8,Away Win,2,4,Away Win
02/09/2023,I1,Bologna,Cagliari,2,1,GG,Yes,0,1,Away Win,5,2,7,Home Win,1,2,Away Win
02/09/2023,I1,Udinese,Frosinone,0,0,NG,No,0,0,Draw,3,5,8,Away Win,2,2,Draw
02/09/2023,I1,Atalanta,Monza,3,0,NG,Yes,2,0,Home Win,7,3,10,Home Win,0,3,Away Win
02/09/2023,I1,Napoli,Lazio,1,2,GG,Yes,1,1,Draw,7,2,9,Home Win,1,2,Away Win
03/09/2023,I1,Inter,Fiorentina,4,0,NG,Yes,1,0,Home Win,1,1,2,Draw,1,1,Draw
03/09/2023,I1,Torino,Genoa,1,0,NG,No,0,0,Draw,4,0,4,Home Win,2,5,Away Win
03/09/2023,I1,Empoli,Juventus,0,2,NG,No,0,1,Away Win,3,7,10,Away Win,3,3,Draw
03/09/2023,I1,Lecce,Salernitana,2,0,NG,No,1,0,Home Win,6,5,11,Home Win,3,3,Draw
16/09/2023,I1,Juventus,Lazio,3,1,GG,Yes,2,0,Home Win,7,9,16,Away Win,5,1,Home Win
16/09/2023,I1,Inter,Milan,5,1,GG,Yes,2,0,Home Win,5,0,5,Home Win,2,2,Draw
16/09/2023,I1,Genoa,Napoli,2,2,GG,Yes,1,0,Home Win,3,1,4,Home Win,3,2,Home Win
17/09/2023,I1,Cagliari,Udinese,0,0,NG,No,0,0,Draw,4,6,10,Away Win,2,1,Home Win
17/09/2023,I1,Frosinone,Sassuolo,4,2,GG,Yes,1,2,Away Win,5,6,11,Away Win,4,2,Home Win
17/09/2023,I1,Monza,Lecce,1,1,GG,No,1,1,Draw,10,1,11,Home Win,6,1,Home Win
17/09/2023,I1,Fiorentina,Atalanta,3,2,GG,Yes,2,1,Home Win,3,4,7,Away Win,1,2,Away Win
17/09/2023,I1,Roma,Empoli,7,0,NG,Yes,3,0,Home Win,2,6,8,Away Win,2,2,Draw
18/09/2023,I1,Salernitana,Torino,0,3,NG,Yes,0,2,Away Win,1,2,3,Away Win,2,2,Draw
18/09/2023,I1,Verona,Bologna,0,0,NG,No,0,0,Draw,3,4,7,Away Win,4,2,Home Win
22/09/2023,I1,Salernitana,Frosinone,1,1,GG,No,0,1,Away Win,8,6,14,Home Win,2,2,Draw
22/09/2023,I1,Lecce,Genoa,1,0,NG,No,0,0,Draw,4,3,7,Home Win,1,3,Away Win
23/09/2023,I1,Milan,Verona,1,0,NG,No,1,0,Home Win,2,3,5,Away Win,4,2,Home Win
23/09/2023,I1,Sassuolo,Juventus,4,2,GG,Yes,2,1,Home Win,6,3,9,Home Win,4,2,Home Win
23/09/2023,I1,Lazio,Monza,1,1,GG,No,1,1,Draw,1,3,4,Away Win,2,2,Draw
